City_District,Year,Season,Crop_Type,Failure_Rate_Percentage,Affected_Area_Hectares,Primary_Cause,Economic_Loss_Crores
Ichalkaranji,2023,Rabi,Tur (Pigeon Pea),34.5,4485.49,Unseasonal Rain,154.75
Beed,2022,Kharif,Jowar,37.84,2460.53,Flood,93.11
Parbhani,2021,Rabi,Bajra,8.67,4348.82,Unseasonal Rain,37.7
Aurangabad,2022,Zaid,Rice,14.51,3601.7,Soil Degradation,52.26
Bhusawal,2022,Rabi,Tur (Pigeon Pea),17.76,4190.73,Drought,74.43
Yavatmal,2022,Rabi,Cotton,7.57,121.59,Soil Degradation,0.92
Latur,2024,Zaid,Wheat,28.77,4145.0,Pest Attack,119.25
Dhule,2024,Zaid,Bajra,90.57,4235.64,Soil Degradation,383.62
Osmanabad,2023,Zaid,Cotton,75.0,2293.29,Flood,172.0
Nandurbar,2024,Rabi,Bajra,89.18,4856.09,Drought,433.07
Palghar,2022,Rabi,Onion,74.66,1192.23,Unseasonal Rain,89.01
Latur,2023,Zaid,Soybean,27.79,4377.41,Unseasonal Rain,121.65
Bhandara,2022,Rabi,Rice,84.76,1343.32,Heatwave,113.86
Ratnagiri,2023,Zaid,Sugarcane,86.26,3766.52,Unseasonal Rain,324.9
Parbhani,2023,Rabi,Maize,38.7,363.31,Disease,14.06
Satara,2024,Kharif,Jowar,7.63,4923.58,Heatwave,37.57
Aurangabad,2023,Kharif,Onion,40.5,955.75,Pest Attack,38.71
Ambarnath,2024,Kharif,Tur (Pigeon Pea),81.15,1610.68,Unseasonal Rain,130.71
Jalna,2024,Rabi,Bajra,16.31,2783.64,Soil Degradation,45.4
Beed,2024,Zaid,Onion,93.57,3269.72,Flood,305.95
Bhusawal,2024,Kharif,Rice,66.51,501.01,Pest Attack,33.32
Bhandara,2021,Zaid,Soybean,79.55,4167.17,Disease,331.5
Palghar,2022,Kharif,Wheat,42.1,3066.94,Soil Degradation,129.12
Nagpur,2022,Zaid,Wheat,88.51,4489.95,Heatwave,397.41
Navi Mumbai,2023,Zaid,Cotton,47.39,3220.65,Drought,152.63
Panvel,2022,Rabi,Jowar,22.9,3507.02,Drought,80.31
Bhusawal,2022,Rabi,Maize,83.33,301.29,Drought,25.11
Malegaon,2022,Kharif,Tur (Pigeon Pea),5.11,2387.41,Pest Attack,12.2
Nanded,2023,Zaid,Sugarcane,7.82,4906.83,Heatwave,38.37
Parbhani,2022,Zaid,Onion,11.24,4109.39,Drought,46.19
Ulhasnagar,2024,Kharif,Cotton,11.37,2237.0,Disease,25.43
Ulhasnagar,2021,Zaid,Cotton,63.79,1058.4,Flood,67.52
Bhusawal,2024,Rabi,Sugarcane,21.64,3880.28,Drought,83.97
Osmanabad,2021,Rabi,Tur (Pigeon Pea),14.16,2295.28,Flood,32.5
Thane,2021,Zaid,Cotton,9.16,504.21,Drought,4.62
Nagpur,2022,Zaid,Wheat,39.03,2163.25,Unseasonal Rain,84.43
Nashik,2021,Kharif,Rice,33.16,3127.91,Flood,103.72
Hingoli,2021,Rabi,Jowar,94.58,2464.69,Drought,233.11
Beed,2023,Kharif,Maize,57.29,4953.68,Unseasonal Rain,283.8
Nagpur,2023,Kharif,Jowar,63.43,896.72,Disease,56.88
Solapur,2023,Rabi,Onion,12.43,4778.06,Pest Attack,59.39
Amravati,2024,Kharif,Rice,48.87,494.07,Unseasonal Rain,24.15
Nagpur,2023,Rabi,Wheat,46.87,2774.33,Drought,130.03
Satara,2023,Rabi,Maize,32.82,3453.42,Unseasonal Rain,113.34
Nandurbar,2022,Kharif,Maize,66.25,988.77,Soil Degradation,65.51
Ichalkaranji,2022,Zaid,Onion,67.0,4975.4,Soil Degradation,333.35
Palghar,2022,Rabi,Cotton,66.27,4277.7,Disease,283.48
Sindhudurg,2023,Kharif,Wheat,72.15,1185.66,Drought,85.55
Palghar,2022,Rabi,Tur (Pigeon Pea),50.68,1761.89,Heatwave,89.29
Beed,2022,Kharif,Sugarcane,29.24,566.84,Flood,16.57
Dhule,2023,Kharif,Soybean,87.13,2433.7,Unseasonal Rain,212.05
Yavatmal,2021,Rabi,Maize,5.22,2611.48,Disease,13.63
Akola,2023,Rabi,Rice,87.17,1612.26,Drought,140.54
Parbhani,2024,Zaid,Maize,6.28,647.09,Flood,4.06
Thane,2023,Rabi,Cotton,75.28,3575.92,Pest Attack,269.2
Akola,2021,Zaid,Maize,33.97,562.83,Pest Attack,19.12
Ichalkaranji,2023,Kharif,Maize,8.64,687.49,Disease,5.94
Navi Mumbai,2024,Zaid,Maize,41.39,1080.97,Unseasonal Rain,44.74
Aurangabad,2022,Rabi,Onion,76.87,4999.91,Flood,384.34
Gondia,2023,Rabi,Jowar,93.92,507.79,Flood,47.69
Navi Mumbai,2021,Rabi,Soybean,82.7,654.6,Soil Degradation,54.14
Palghar,2021,Rabi,Cotton,80.05,2710.13,Heatwave,216.95
Sindhudurg,2023,Zaid,Cotton,83.49,3460.0,Soil Degradation,288.88
Washim,2022,Rabi,Soybean,34.84,2932.6,Pest Attack,102.17
Ulhasnagar,2022,Zaid,Sugarcane,92.38,4223.99,Flood,390.21
Akola,2024,Zaid,Onion,74.61,1537.95,Drought,114.75
Osmanabad,2024,Rabi,Bajra,22.72,1271.11,Pest Attack,28.88
Ahmednagar,2024,Rabi,Rice,54.43,1402.56,Disease,76.34
Jalgaon,2021,Kharif,Cotton,13.91,3091.57,Heatwave,43.0
Palghar,2021,Zaid,Tur (Pigeon Pea),56.49,2901.99,Flood,163.93
Sindhudurg,2022,Zaid,Bajra,33.58,1380.61,Heatwave,46.36
Ratnagiri,2024,Zaid,Sugarcane,35.88,3806.89,Heatwave,136.59
Parbhani,2024,Zaid,Jowar,28.78,1879.42,Disease,54.09
Ambarnath,2022,Zaid,Jowar,35.02,2254.06,Flood,78.94
Bhandara,2024,Kharif,Cotton,41.75,3975.16,Unseasonal Rain,165.96
Parbhani,2024,Zaid,Cotton,23.66,4638.15,Soil Degradation,109.74
Dhule,2024,Zaid,Cotton,65.85,4585.22,Soil Degradation,301.94
Nashik,2022,Kharif,Soybean,85.93,2446.94,Flood,210.27
Palghar,2023,Rabi,Jowar,80.35,782.66,Drought,62.89
Pune,2024,Rabi,Soybean,26.29,1748.46,Soil Degradation,45.97
Nagpur,2023,Zaid,Wheat,39.95,1393.18,Disease,55.66
Washim,2024,Rabi,Sugarcane,12.1,2234.49,Flood,27.04
Chandrapur,2023,Zaid,Cotton,44.87,3049.53,Flood,136.83
Navi Mumbai,2023,Zaid,Wheat,67.38,1289.56,Pest Attack,86.89
Palghar,2022,Rabi,Wheat,36.4,3040.79,Soil Degradation,110.68
Mumbai,2021,Rabi,Rice,65.72,2822.46,Drought,185.49
Vasai-Virar,2024,Kharif,Rice,45.44,4844.56,Soil Degradation,220.14
Navi Mumbai,2023,Kharif,Onion,65.4,758.63,Pest Attack,49.61
Malegaon,2023,Zaid,Wheat,93.93,1618.36,Unseasonal Rain,152.01
Palghar,2024,Kharif,Rice,15.12,303.74,Flood,4.59
Malegaon,2022,Kharif,Jowar,28.46,4215.58,Disease,119.98
Sangli,2023,Zaid,Maize,54.43,1321.52,Pest Attack,71.93
Gondia,2024,Zaid,Jowar,31.02,2848.3,Heatwave,88.35
Gondia,2022,Kharif,Onion,68.36,2305.05,Disease,157.57
Latur,2023,Rabi,Bajra,20.96,1641.02,Flood,34.4
Yavatmal,2024,Rabi,Soybean,40.58,3589.29,Unseasonal Rain,145.65
Hingoli,2022,Kharif,Sugarcane,90.12,4450.61,Flood,401.09
Beed,2024,Kharif,Cotton,83.71,4360.02,Heatwave,364.98
Nanded,2023,Rabi,Tur (Pigeon Pea),61.71,4805.23,Pest Attack,296.53
Dhule,2021,Kharif,Onion,79.56,2629.46,Unseasonal Rain,209.2
Panvel,2022,Rabi,Bajra,19.14,2857.11,Flood,54.69
Latur,2022,Zaid,Bajra,92.62,4403.41,Heatwave,407.84
Palghar,2023,Zaid,Tur (Pigeon Pea),59.52,3021.34,Flood,179.83
Ichalkaranji,2021,Rabi,Tur (Pigeon Pea),54.91,4596.46,Drought,252.39
Thane,2022,Rabi,Wheat,65.57,3908.54,Drought,256.28
Dhule,2021,Zaid,Tur (Pigeon Pea),50.18,2790.97,Heatwave,140.05
Chandrapur,2023,Zaid,Bajra,26.87,1401.68,Pest Attack,37.66
Amravati,2022,Rabi,Soybean,79.74,2955.58,Heatwave,235.68
Jalgaon,2022,Kharif,Rice,81.46,697.09,Flood,56.78
Nandurbar,2023,Kharif,Sugarcane,52.52,699.47,Soil Degradation,36.74
Sindhudurg,2021,Zaid,Cotton,37.63,3750.7,Unseasonal Rain,141.14
Sindhudurg,2022,Rabi,Wheat,90.75,1152.36,Soil Degradation,104.58
Bhiwandi,2021,Kharif,Rice,31.47,2951.27,Heatwave,92.88
Aurangabad,2021,Zaid,Cotton,34.69,1892.24,Heatwave,65.64
Mumbai,2024,Kharif,Cotton,44.73,733.42,Soil Degradation,32.81
Nagpur,2022,Zaid,Jowar,39.56,612.63,Flood,24.24
Ambarnath,2023,Kharif,Wheat,74.97,4560.93,Heatwave,341.93
Akola,2024,Rabi,Cotton,57.22,4133.41,Unseasonal Rain,236.51
Osmanabad,2024,Zaid,Bajra,57.26,3321.13,Unseasonal Rain,190.17
Hingoli,2023,Zaid,Wheat,59.52,3715.67,Disease,221.16
Kolhapur,2022,Rabi,Bajra,30.75,3414.2,Drought,104.99
Sangli,2021,Zaid,Wheat,64.43,2747.98,Flood,177.05
Nashik,2023,Kharif,Onion,66.55,1941.63,Drought,129.22
Dhule,2023,Kharif,Bajra,45.24,3463.55,Pest Attack,156.69
Nashik,2023,Kharif,Maize,42.42,4280.7,Unseasonal Rain,181.59
Ulhasnagar,2021,Rabi,Tur (Pigeon Pea),25.62,4421.87,Flood,113.29
Osmanabad,2023,Zaid,Sugarcane,67.34,1563.46,Soil Degradation,105.28
Sangli,2024,Rabi,Soybean,58.37,1964.83,Heatwave,114.69
Osmanabad,2022,Zaid,Jowar,89.53,2250.45,Disease,201.48
Akola,2023,Rabi,Bajra,10.79,3360.92,Unseasonal Rain,36.26
Mira-Bhayandar,2023,Zaid,Sugarcane,37.43,505.54,Flood,18.92
Panvel,2023,Zaid,Wheat,47.2,1031.23,Heatwave,48.67
Osmanabad,2024,Zaid,Bajra,80.25,547.55,Flood,43.94
Nandurbar,2024,Rabi,Soybean,13.79,3545.78,Soil Degradation,48.9
Latur,2022,Kharif,Bajra,38.71,2910.31,Pest Attack,112.66
Palghar,2021,Zaid,Wheat,84.91,2064.51,Heatwave,175.3
Ichalkaranji,2023,Kharif,Rice,66.17,639.07,Disease,42.29
Latur,2022,Zaid,Cotton,41.52,1352.63,Unseasonal Rain,56.16
Ulhasnagar,2023,Rabi,Tur (Pigeon Pea),79.52,3989.91,Flood,317.28
Jalgaon,2023,Kharif,Cotton,21.53,2383.79,Flood,51.32
Panvel,2024,Zaid,Soybean,55.83,2208.62,Heatwave,123.31
Panvel,2021,Kharif,Wheat,76.61,4925.36,Flood,377.33
Mira-Bhayandar,2023,Kharif,Wheat,65.72,4052.56,Unseasonal Rain,266.33
Yavatmal,2021,Rabi,Bajra,61.58,3377.66,Soil Degradation,208.0
Akola,2023,Rabi,Tur (Pigeon Pea),57.22,521.13,Heatwave,29.82
Kalyan-Dombivli,2023,Rabi,Jowar,50.2,1879.71,Pest Attack,94.36
Nandurbar,2022,Rabi,Wheat,86.17,364.6,Soil Degradation,31.42
Wardha,2022,Kharif,Wheat,34.41,4731.43,Pest Attack,162.81
Hingoli,2022,Rabi,Sugarcane,45.19,138.38,Soil Degradation,6.25
Mira-Bhayandar,2023,Kharif,Jowar,42.14,4092.08,Pest Attack,172.44
Ambarnath,2021,Rabi,Onion,60.91,2140.54,Unseasonal Rain,130.38
Nandurbar,2022,Rabi,Rice,44.46,1614.35,Heatwave,71.77
Palghar,2022,Rabi,Jowar,44.61,4255.5,Unseasonal Rain,189.84
Mumbai,2023,Rabi,Soybean,27.14,4682.56,Soil Degradation,127.08
Bhusawal,2024,Rabi,Maize,36.09,196.11,Drought,7.08
Osmanabad,2024,Rabi,Jowar,33.52,3983.99,Disease,133.54
Kolhapur,2021,Kharif,Wheat,52.71,3383.23,Unseasonal Rain,178.33
Mumbai,2021,Rabi,Rice,17.16,2255.66,Soil Degradation,38.71
Mumbai,2021,Zaid,Maize,63.2,552.91,Drought,34.94
Thane,2023,Kharif,Tur (Pigeon Pea),51.2,3196.85,Disease,163.68
Ahmednagar,2021,Rabi,Rice,32.95,1026.43,Flood,33.82
Sindhudurg,2023,Rabi,Sugarcane,25.38,1313.28,Soil Degradation,33.33
Ulhasnagar,2021,Zaid,Wheat,7.31,1990.86,Heatwave,14.55
Nashik,2023,Rabi,Maize,62.99,3325.98,Unseasonal Rain,209.5
Chandrapur,2024,Zaid,Sugarcane,74.34,771.45,Soil Degradation,57.35
Mumbai,2021,Zaid,Jowar,77.86,1631.54,Soil Degradation,127.03
Ratnagiri,2023,Kharif,Rice,40.35,1069.4,Soil Degradation,43.15
Bhiwandi,2024,Kharif,Onion,5.61,2844.21,Disease,15.96
Bhusawal,2024,Kharif,Maize,52.57,3999.01,Drought,210.23
Palghar,2021,Zaid,Soybean,5.79,4747.8,Pest Attack,27.49
Parbhani,2021,Rabi,Bajra,46.3,2579.27,Disease,119.42
Washim,2021,Kharif,Rice,71.23,541.74,Drought,38.59
Nanded,2022,Rabi,Rice,60.34,1209.39,Soil Degradation,72.97
Nanded,2024,Rabi,Bajra,75.29,4910.58,Flood,369.72
Amravati,2024,Zaid,Maize,80.48,4158.35,Soil Degradation,334.66
Aurangabad,2024,Kharif,Sugarcane,8.92,3767.34,Pest Attack,33.6
Jalgaon,2021,Rabi,Rice,83.1,3314.41,Unseasonal Rain,275.43
Sindhudurg,2021,Zaid,Rice,15.99,3215.86,Disease,51.42
Chandrapur,2023,Rabi,Maize,32.86,4907.0,Disease,161.24
Sindhudurg,2022,Zaid,Rice,26.86,2118.49,Disease,56.9
Mira-Bhayandar,2024,Rabi,Wheat,43.78,3226.03,Disease,141.24
Gondia,2024,Rabi,Rice,69.09,4064.24,Unseasonal Rain,280.8
Gondia,2024,Kharif,Bajra,89.11,2548.03,Pest Attack,227.05
Vasai-Virar,2022,Rabi,Soybean,63.72,3600.73,Flood,229.44
Ambarnath,2023,Kharif,Rice,44.06,2070.1,Drought,91.21
Gondia,2024,Rabi,Sugarcane,6.13,2297.87,Heatwave,14.09
Nanded,2024,Zaid,Sugarcane,87.58,4120.57,Soil Degradation,360.88
Gondia,2023,Zaid,Cotton,58.28,3506.67,Pest Attack,204.37
Navi Mumbai,2021,Kharif,Jowar,26.3,2164.28,Unseasonal Rain,56.92
Pune,2021,Kharif,Onion,82.77,4048.44,Unseasonal Rain,335.09
Nagpur,2022,Kharif,Soybean,25.7,1697.72,Heatwave,43.63
Nanded,2024,Kharif,Maize,7.74,1630.86,Disease,12.62
Gondia,2021,Zaid,Sugarcane,45.02,188.31,Heatwave,8.48
Bhusawal,2023,Zaid,Onion,8.57,1551.84,Drought,13.3
Palghar,2024,Kharif,Jowar,39.6,4752.77,Flood,188.21
Jalna,2024,Kharif,Cotton,47.49,3105.18,Heatwave,147.46
Ambarnath,2022,Rabi,Wheat,94.93,498.43,Pest Attack,47.32
Parbhani,2022,Kharif,Onion,90.52,4699.4,Unseasonal Rain,425.39
Hingoli,2022,Rabi,Maize,11.29,1494.37,Heatwave,16.87
Kolhapur,2023,Kharif,Rice,32.48,3133.18,Pest Attack,101.77
Nandurbar,2022,Zaid,Onion,93.16,1290.37,Disease,120.21
Ahmednagar,2022,Kharif,Rice,23.85,2905.51,Unseasonal Rain,69.3
Gondia,2022,Rabi,Tur (Pigeon Pea),14.28,2672.52,Disease,38.16
Jalna,2024,Zaid,Jowar,78.32,4787.47,Flood,374.95
Jalgaon,2022,Rabi,Maize,52.85,3228.27,Soil Degradation,170.61
Yavatmal,2023,Kharif,Cotton,52.75,1400.14,Unseasonal Rain,73.86
Jalgaon,2023,Kharif,Wheat,46.89,3169.21,Pest Attack,148.6
Beed,2024,Rabi,Jowar,17.05,271.3,Disease,4.63
Pune,2022,Rabi,Jowar,21.32,1983.55,Disease,42.29
Chandrapur,2022,Zaid,Maize,9.26,3372.57,Flood,31.23
Thane,2022,Rabi,Bajra,58.71,2506.54,Heatwave,147.16
Ahmednagar,2024,Zaid,Soybean,33.26,4112.45,Soil Degradation,136.78
Mira-Bhayandar,2023,Kharif,Bajra,84.62,3551.15,Soil Degradation,300.5
Hingoli,2023,Zaid,Tur (Pigeon Pea),16.15,4893.74,Heatwave,79.03
Dhule,2024,Zaid,Bajra,26.41,2209.38,Disease,58.35
Jalna,2022,Rabi,Sugarcane,24.8,791.16,Drought,19.62
Bhandara,2022,Zaid,Wheat,23.46,4955.85,Unseasonal Rain,116.26
Ambarnath,2021,Kharif,Tur (Pigeon Pea),59.99,4386.88,Unseasonal Rain,263.17
Ulhasnagar,2024,Zaid,Wheat,26.02,888.41,Soil Degradation,23.12
Palghar,2021,Kharif,Cotton,38.92,1771.44,Soil Degradation,68.94
Jalgaon,2024,Kharif,Soybean,12.62,4321.79,Soil Degradation,54.54
Bhandara,2022,Zaid,Onion,56.67,3418.47,Drought,193.72
Ahmednagar,2022,Kharif,Cotton,25.55,3907.02,Soil Degradation,99.82
Pune,2023,Kharif,Bajra,17.26,4839.59,Drought,83.53
Solapur,2021,Kharif,Sugarcane,32.35,384.93,Flood,12.45
Wardha,2021,Zaid,Soybean,64.44,528.78,Flood,34.07
Ahmednagar,2024,Rabi,Jowar,21.72,1643.18,Unseasonal Rain,35.69
Ulhasnagar,2022,Rabi,Cotton,62.56,2352.8,Disease,147.19
Dhule,2023,Zaid,Jowar,60.57,947.29,Pest Attack,57.38
Pune,2023,Kharif,Sugarcane,75.66,2292.12,Pest Attack,173.42
Mira-Bhayandar,2024,Rabi,Tur (Pigeon Pea),75.23,4094.51,Disease,308.03
Mumbai,2023,Zaid,Tur (Pigeon Pea),31.16,220.62,Pest Attack,6.87
Aurangabad,2024,Kharif,Soybean,77.48,4243.75,Drought,328.81
Jalgaon,2021,Rabi,Rice,51.51,430.4,Unseasonal Rain,22.17
Osmanabad,2024,Zaid,Sugarcane,21.95,3402.65,Unseasonal Rain,74.69
Jalna,2024,Zaid,Tur (Pigeon Pea),78.22,4660.34,Flood,364.53
Jalgaon,2023,Zaid,Tur (Pigeon Pea),84.81,1450.99,Unseasonal Rain,123.06
Amravati,2021,Rabi,Tur (Pigeon Pea),68.14,2990.9,Heatwave,203.8
Washim,2024,Rabi,Onion,76.05,404.83,Pest Attack,30.79
Kolhapur,2024,Kharif,Cotton,36.83,567.61,Flood,20.91
Nashik,2023,Zaid,Onion,12.12,698.76,Pest Attack,8.47
Beed,2021,Zaid,Soybean,46.15,2577.72,Drought,118.96
Chandrapur,2021,Kharif,Jowar,81.78,4824.16,Soil Degradation,394.52
Nagpur,2023,Rabi,Maize,83.85,2193.23,Flood,183.9
Palghar,2023,Zaid,Wheat,57.33,235.77,Heatwave,13.52
Amravati,2024,Rabi,Soybean,37.22,905.65,Soil Degradation,33.71
Vasai-Virar,2023,Kharif,Onion,40.32,3467.19,Disease,139.8
Parbhani,2024,Kharif,Bajra,43.3,455.47,Pest Attack,19.72
Wardha,2024,Kharif,Onion,43.63,1753.71,Drought,76.51
Mumbai,2021,Rabi,Maize,83.84,4413.03,Soil Degradation,369.99
Panvel,2021,Kharif,Soybean,36.87,3020.1,Disease,111.35
Panvel,2023,Rabi,Wheat,82.31,1412.63,Unseasonal Rain,116.27
Thane,2021,Rabi,Rice,58.57,1494.25,Disease,87.52
Mira-Bhayandar,2023,Kharif,Onion,51.34,1981.61,Flood,101.74
Ambarnath,2024,Kharif,Jowar,55.29,342.78,Unseasonal Rain,18.95
Chandrapur,2022,Zaid,Cotton,43.36,4930.1,Heatwave,213.77
Thane,2023,Rabi,Cotton,24.66,4372.91,Flood,107.84
Bhandara,2024,Rabi,Jowar,77.4,2209.25,Flood,171.0
Sindhudurg,2021,Zaid,Rice,32.55,1367.66,Disease,44.52
Yavatmal,2023,Zaid,Soybean,18.54,2426.01,Disease,44.98
Thane,2021,Zaid,Bajra,62.87,197.87,Unseasonal Rain,12.44
Aurangabad,2024,Zaid,Wheat,36.24,872.94,Heatwave,31.64
Kalyan-Dombivli,2024,Rabi,Tur (Pigeon Pea),92.23,2902.43,Drought,267.69
Bhandara,2022,Zaid,Tur (Pigeon Pea),78.63,3195.78,Soil Degradation,251.28
Malegaon,2021,Rabi,Bajra,22.41,2117.32,Pest Attack,47.45
Beed,2023,Zaid,Rice,81.17,3782.56,Unseasonal Rain,307.03
Jalna,2024,Rabi,Sugarcane,62.09,3521.82,Soil Degradation,218.67
Sangli,2023,Kharif,Sugarcane,60.1,134.49,Pest Attack,8.08
Yavatmal,2021,Rabi,Jowar,44.03,1194.22,Drought,52.58
Thane,2023,Rabi,Wheat,59.34,1138.97,Heatwave,67.59
Mumbai,2022,Rabi,Sugarcane,8.52,556.52,Soil Degradation,4.74
Thane,2024,Kharif,Onion,13.1,2448.5,Pest Attack,32.08
Akola,2021,Zaid,Soybean,46.48,4647.24,Unseasonal Rain,216.0
Sangli,2024,Zaid,Rice,44.15,1479.35,Soil Degradation,65.31
Ahmednagar,2022,Kharif,Onion,24.46,403.55,Flood,9.87
Jalgaon,2024,Kharif,Jowar,21.64,1292.69,Drought,27.97
Bhandara,2021,Rabi,Bajra,21.51,1601.86,Flood,34.46
Ulhasnagar,2022,Rabi,Sugarcane,31.85,3702.92,Flood,117.94
Kolhapur,2021,Kharif,Sugarcane,31.62,3314.11,Pest Attack,104.79
Solapur,2024,Zaid,Maize,73.2,3511.84,Pest Attack,257.07
Bhusawal,2024,Rabi,Soybean,5.01,757.01,Drought,3.79
Gondia,2021,Zaid,Tur (Pigeon Pea),93.33,4286.3,Flood,400.04
Chandrapur,2024,Kharif,Bajra,42.02,1124.37,Flood,47.25
Osmanabad,2021,Zaid,Sugarcane,21.26,1818.05,Drought,38.65
Nandurbar,2024,Kharif,Rice,60.63,591.78,Drought,35.88
Panvel,2021,Zaid,Cotton,72.34,3275.99,Heatwave,236.99
Ulhasnagar,2022,Rabi,Tur (Pigeon Pea),14.12,4447.64,Heatwave,62.8
Jalna,2022,Zaid,Wheat,69.08,2387.32,Disease,164.92
Nanded,2022,Kharif,Soybean,54.61,646.07,Soil Degradation,35.28
Ambarnath,2023,Rabi,Jowar,9.38,290.53,Heatwave,2.73
Sindhudurg,2021,Rabi,Bajra,83.87,3744.91,Unseasonal Rain,314.09
Bhiwandi,2024,Kharif,Onion,5.26,2231.89,Heatwave,11.74
Nandurbar,2024,Zaid,Jowar,74.68,793.21,Disease,59.24
Ratnagiri,2022,Kharif,Soybean,92.26,826.15,Pest Attack,76.22
Nagpur,2022,Rabi,Soybean,34.84,4860.3,Pest Attack,169.33
Jalna,2021,Kharif,Sugarcane,86.24,2231.12,Unseasonal Rain,192.41
Ambarnath,2022,Zaid,Tur (Pigeon Pea),44.96,4038.51,Soil Degradation,181.57
Sindhudurg,2024,Rabi,Rice,82.74,269.27,Disease,22.28
Bhusawal,2022,Kharif,Wheat,15.0,2016.29,Drought,30.24
Gondia,2022,Kharif,Tur (Pigeon Pea),47.25,1153.98,Disease,54.53
Panvel,2024,Rabi,Wheat,9.68,2622.04,Soil Degradation,25.38
Akola,2021,Rabi,Cotton,72.38,1880.02,Soil Degradation,136.08
Sindhudurg,2024,Rabi,Wheat,66.35,1073.44,Heatwave,71.22
Thane,2023,Kharif,Maize,9.16,2126.17,Disease,19.48
Amravati,2023,Zaid,Maize,92.21,2279.38,Soil Degradation,210.18
Hingoli,2023,Rabi,Soybean,63.31,1080.28,Pest Attack,68.39
Dhule,2023,Kharif,Wheat,81.47,341.15,Drought,27.79
Parbhani,2022,Kharif,Rice,85.15,4522.37,Pest Attack,385.08
Ahmednagar,2021,Kharif,Bajra,82.0,2008.79,Unseasonal Rain,164.72
Vasai-Virar,2024,Rabi,Rice,5.83,608.69,Heatwave,3.55
Sindhudurg,2023,Rabi,Maize,35.51,851.97,Heatwave,30.25
Pune,2022,Kharif,Rice,50.08,4618.82,Unseasonal Rain,231.31
Amravati,2022,Zaid,Soybean,47.17,3521.78,Disease,166.12
Parbhani,2022,Kharif,Wheat,69.88,3673.37,Drought,256.7
Akola,2024,Rabi,Maize,81.29,352.03,Disease,28.62
Ratnagiri,2021,Rabi,Cotton,40.86,2127.33,Drought,86.92
Nanded,2024,Kharif,Wheat,49.89,1541.72,Pest Attack,76.92
Jalna,2022,Zaid,Jowar,17.72,4150.96,Heatwave,73.56
Chandrapur,2021,Kharif,Sugarcane,57.82,538.97,Pest Attack,31.16
Nashik,2022,Rabi,Jowar,74.66,3227.16,Heatwave,240.94
Sangli,2024,Zaid,Wheat,90.78,4160.5,Drought,377.69
Palghar,2022,Zaid,Cotton,78.75,2668.33,Heatwave,210.13
Navi Mumbai,2021,Zaid,Rice,21.65,2283.29,Disease,49.43
Ratnagiri,2023,Kharif,Bajra,24.92,1005.71,Heatwave,25.06
Wardha,2021,Rabi,Cotton,65.4,391.8,Heatwave,25.62
Sangli,2022,Rabi,Rice,90.1,1528.07,Pest Attack,137.68
Bhandara,2021,Rabi,Tur (Pigeon Pea),44.08,3313.28,Disease,146.05
Ratnagiri,2021,Kharif,Soybean,53.33,699.9,Drought,37.33
Ichalkaranji,2023,Kharif,Tur (Pigeon Pea),12.41,544.21,Pest Attack,6.75
Parbhani,2022,Zaid,Jowar,65.42,4939.96,Drought,323.17
Wardha,2021,Kharif,Soybean,21.56,1369.56,Heatwave,29.53
Dhule,2024,Rabi,Wheat,78.44,3528.33,Pest Attack,276.76
Thane,2023,Rabi,Cotton,6.95,4751.03,Soil Degradation,33.02
Vasai-Virar,2023,Kharif,Onion,76.02,2999.0,Flood,227.98
Kolhapur,2024,Kharif,Wheat,27.22,4341.96,Unseasonal Rain,118.19
Jalgaon,2022,Kharif,Soybean,60.56,2512.01,Unseasonal Rain,152.13
Washim,2023,Kharif,Onion,18.46,2333.91,Soil Degradation,43.08
Sangli,2024,Rabi,Soybean,53.2,4649.56,Flood,247.36
Kalyan-Dombivli,2024,Zaid,Wheat,57.9,650.99,Heatwave,37.69
Vasai-Virar,2023,Zaid,Rice,12.86,3586.14,Pest Attack,46.12
Beed,2021,Rabi,Bajra,65.77,1319.36,Pest Attack,86.77
Beed,2023,Zaid,Sugarcane,45.31,1684.88,Pest Attack,76.34
Dhule,2024,Rabi,Rice,15.61,2348.08,Drought,36.65
Kalyan-Dombivli,2021,Rabi,Jowar,7.95,3125.26,Unseasonal Rain,24.85
Bhandara,2024,Kharif,Maize,20.13,2831.24,Soil Degradation,56.99
Pune,2023,Kharif,Tur (Pigeon Pea),47.02,2552.05,Disease,120.0
Nandurbar,2021,Rabi,Tur (Pigeon Pea),35.53,2076.26,Soil Degradation,73.77
Vasai-Virar,2023,Zaid,Sugarcane,47.66,2796.35,Heatwave,133.27
Jalna,2022,Rabi,Wheat,90.97,2411.2,Flood,219.35
Navi Mumbai,2023,Rabi,Cotton,38.26,2722.0,Soil Degradation,104.14
Aurangabad,2022,Zaid,Soybean,26.81,3989.02,Disease,106.95
Satara,2023,Zaid,Soybean,15.88,1750.13,Drought,27.79
Satara,2021,Kharif,Jowar,26.63,302.29,Soil Degradation,8.05
Bhusawal,2022,Rabi,Sugarcane,9.17,4630.6,Flood,42.46
Nandurbar,2022,Kharif,Tur (Pigeon Pea),23.93,4606.24,Pest Attack,110.23
Vasai-Virar,2023,Rabi,Jowar,71.94,2225.01,Pest Attack,160.07
Bhiwandi,2022,Rabi,Cotton,41.62,4248.34,Soil Degradation,176.82
