Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_11565,Sindhudurg,2021,3.21,9.28,1.39,5.27,High,Unemployment
DR_11566,Osmanabad,2020,9.5,8.91,6.78,8.72,Critical,Drought Susceptibility
DR_11567,Raigad,2020,2.9,4.83,2.59,3.61,Medium,Industrial Decline
DR_11568,Aurangabad,2021,2.04,2.54,9.73,3.78,Medium,Aging Infrastructure
DR_11569,Kolhapur,2024,5.54,2.61,2.83,3.82,Medium,Flood Risk
DR_11570,Yavatmal,2022,1.7,8.25,6.65,5.31,High,Unemployment
DR_11571,Gondia,2024,3.17,8.21,4.56,5.46,High,Unemployment
DR_11572,Sindhudurg,2020,2.53,8.98,6.36,5.88,High,Industrial Decline
DR_11573,Sangli,2020,3.0,1.32,3.81,2.49,Low,Aging Infrastructure
DR_11574,Wardha,2021,5.79,6.1,9.53,6.66,High,Aging Infrastructure
DR_11575,Nagpur,2022,9.18,8.79,1.22,7.43,High,Drought Susceptibility
DR_11576,Wardha,2020,6.06,6.15,3.8,5.65,High,Inflation Impact
DR_11577,Chandrapur,2024,9.5,10,5.14,8.83,Critical,Inflation Impact
DR_11578,Gondia,2020,6.08,5.95,8.19,6.45,High,Aging Infrastructure
DR_11579,Kolhapur,2024,6.79,4.02,1.15,4.55,Medium,Groundwater Depletion
DR_11580,Yavatmal,2023,6.76,5.75,1.39,5.28,High,Drought Susceptibility
DR_11581,Kolhapur,2020,8.2,3.56,9.16,6.54,High,Aging Infrastructure
DR_11582,Solapur,2024,9.44,9.63,6.09,8.85,Critical,Inflation Impact
DR_11583,Bhandara,2023,2.73,7.49,8.17,5.72,High,Aging Infrastructure
DR_11584,Satara,2022,4.13,3.65,7.92,4.7,Medium,Aging Infrastructure
DR_11585,Ratnagiri,2020,7.42,8.23,7.32,7.72,Critical,Industrial Decline
DR_11586,Wardha,2024,4.86,6.63,5.43,5.68,High,Industrial Decline
DR_11587,Jalgaon,2022,6.08,3.34,2.9,4.35,Medium,Flood Risk
DR_11588,Washim,2022,1.52,8.08,1.87,4.21,Medium,Industrial Decline
DR_11589,Gondia,2022,2.25,1.05,6.79,2.68,Medium,Aging Infrastructure
DR_11590,Mumbai Suburban,2021,6.93,3.04,6.65,5.32,High,Groundwater Depletion
DR_11591,Buldhana,2023,6.72,1.0,6.2,4.33,Medium,Flood Risk
DR_11592,Dhule,2023,9.81,8.04,4.04,7.95,Critical,Groundwater Depletion
DR_11593,Mumbai Suburban,2020,2.02,9.33,9.45,6.43,High,Aging Infrastructure
DR_11594,Raigad,2020,6.53,1.01,3.16,3.65,Medium,Flood Risk
DR_11595,Sindhudurg,2024,3.18,4.4,8.46,4.72,Medium,Aging Infrastructure
DR_11596,Thane,2020,2.97,7.72,8.62,6.0,High,Aging Infrastructure
DR_11597,Dhule,2021,4.44,5.08,7.51,5.31,High,Aging Infrastructure
DR_11598,Hingoli,2022,4.17,1.42,6.22,3.48,Medium,Aging Infrastructure
DR_11599,Nandurbar,2024,9.32,4.33,3.5,6.16,High,Groundwater Depletion
DR_11600,Jalna,2024,8.31,2.92,9.46,6.39,High,Aging Infrastructure
DR_11601,Gondia,2022,6.86,4.22,4.09,5.25,High,Drought Susceptibility
DR_11602,Gondia,2022,5.09,7.52,4.36,5.91,High,Industrial Decline
DR_11603,Sangli,2020,5.97,8.15,6.44,6.93,High,Unemployment
DR_11604,Nanded,2021,1.05,3.01,3.24,2.27,Low,Aging Infrastructure
DR_11605,Mumbai Suburban,2023,1.99,5.04,1.04,3.02,Medium,Industrial Decline
DR_11606,Dhule,2024,8.07,10,4.97,8.22,Critical,Industrial Decline
DR_11607,Ahmednagar,2021,4.71,2.14,6.03,3.95,Medium,Aging Infrastructure
DR_11608,Beed,2023,9.02,10,4.18,8.44,Critical,Industrial Decline
DR_11609,Nagpur,2023,8.85,8.74,6.87,8.41,Critical,Drought Susceptibility
DR_11610,Parbhani,2022,5.38,3.15,3.3,4.07,Medium,Groundwater Depletion
DR_11611,Hingoli,2023,2.92,3.64,2.18,3.06,Medium,Industrial Decline
DR_11612,Chandrapur,2023,6.44,5.59,6.9,6.19,High,Aging Infrastructure
DR_11613,Buldhana,2020,1.51,4.55,8.7,4.16,Medium,Aging Infrastructure
DR_11614,Solapur,2020,4.04,9.8,2.66,6.07,High,Industrial Decline
DR_11615,Gadchiroli,2021,3.37,8.06,7.01,5.98,High,Industrial Decline
DR_11616,Parbhani,2024,4.16,8.54,8.16,6.71,High,Unemployment
DR_11617,Wardha,2022,3.92,7.88,9.09,6.54,High,Aging Infrastructure
DR_11618,Chandrapur,2020,4.02,5.81,8.22,5.57,High,Aging Infrastructure
DR_11619,Nanded,2021,7.81,8.48,8.72,8.26,Critical,Aging Infrastructure
DR_11620,Osmanabad,2022,1.45,2.62,3.47,2.32,Low,Aging Infrastructure
DR_11621,Sindhudurg,2023,6.63,3.07,9.17,5.72,High,Aging Infrastructure
DR_11622,Osmanabad,2021,7.07,8.15,2.33,6.55,High,Unemployment
DR_11623,Chandrapur,2021,6.26,3.33,2.97,4.43,Medium,Groundwater Depletion
DR_11624,Dhule,2024,8.15,5.23,9.87,7.33,High,Aging Infrastructure
DR_11625,Wardha,2020,7.1,5.26,2.94,5.53,High,Drought Susceptibility
DR_11626,Wardha,2020,9.46,10,9.66,9.71,Critical,Industrial Decline
DR_11627,Satara,2023,7.69,6.53,1.73,6.03,High,Groundwater Depletion
DR_11628,Palghar,2022,1.92,4.87,1.75,3.07,Medium,Inflation Impact
DR_11629,Kolhapur,2020,5.6,3.31,8.39,5.24,High,Aging Infrastructure
DR_11630,Nandurbar,2024,3.18,4.93,6.79,4.6,Medium,Aging Infrastructure
DR_11631,Nandurbar,2022,5.57,9.76,9.18,7.97,Critical,Industrial Decline
DR_11632,Beed,2020,6.48,6.77,3.12,5.93,High,Unemployment
DR_11633,Jalgaon,2020,8.89,7.31,3.4,7.16,High,Drought Susceptibility
DR_11634,Hingoli,2024,2.7,4.14,4.96,3.73,Medium,Aging Infrastructure
DR_11635,Nashik,2020,9.0,5.35,4.83,6.71,High,Drought Susceptibility
DR_11636,Pune,2023,5.33,3.65,2.57,4.1,Medium,Groundwater Depletion
DR_11637,Nashik,2023,1.54,9.16,3.89,5.06,High,Unemployment
DR_11638,Hingoli,2024,3.07,6.9,2.79,4.55,Medium,Inflation Impact
DR_11639,Pune,2024,5.13,8.19,9.78,7.29,High,Aging Infrastructure
DR_11640,Hingoli,2020,3.28,4.37,3.44,3.75,Medium,Unemployment
DR_11641,Ratnagiri,2020,7.33,5.72,5.36,6.29,High,Groundwater Depletion
DR_11642,Dhule,2020,3.23,9.9,7.56,6.76,High,Unemployment
DR_11643,Latur,2022,3.46,8.16,4.21,5.49,High,Inflation Impact
DR_11644,Mumbai City,2020,2.49,8.15,7.21,5.7,High,Inflation Impact
DR_11645,Nandurbar,2022,4.11,1.38,7.85,3.77,Medium,Aging Infrastructure
DR_11646,Nagpur,2022,5.85,9.32,2.41,6.55,High,Inflation Impact
DR_11647,Gadchiroli,2023,3.66,1.92,3.38,2.91,Medium,Drought Susceptibility
DR_11648,Pune,2022,5.33,4.13,1.08,4.0,Medium,Groundwater Depletion
DR_11649,Pune,2022,5.23,3.39,9.96,5.44,High,Aging Infrastructure
DR_11650,Hingoli,2023,5.88,1.18,8.87,4.6,Medium,Aging Infrastructure
DR_11651,Mumbai City,2020,4.2,4.93,8.27,5.31,High,Aging Infrastructure
DR_11652,Mumbai City,2021,3.29,2.53,8.66,4.06,Medium,Aging Infrastructure
DR_11653,Ahmednagar,2021,9.83,4.7,2.99,6.41,High,Groundwater Depletion
DR_11654,Sindhudurg,2023,8.72,4.96,8.93,7.26,High,Aging Infrastructure
DR_11655,Hingoli,2021,2.64,4.11,3.92,3.49,Medium,Inflation Impact
DR_11656,Buldhana,2021,2.39,1.93,9.68,3.66,Medium,Aging Infrastructure
DR_11657,Parbhani,2020,2.08,4.95,8.21,4.45,Medium,Aging Infrastructure
DR_11658,Akola,2022,6.1,2.44,7.97,5.01,High,Aging Infrastructure
DR_11659,Nashik,2020,2.03,2.53,4.94,2.81,Medium,Aging Infrastructure
DR_11660,Parbhani,2021,4.5,9.01,9.42,7.29,High,Aging Infrastructure
DR_11661,Beed,2022,6.28,1.52,7.77,4.67,Medium,Aging Infrastructure
DR_11662,Washim,2022,7.91,10,1.36,7.44,High,Unemployment
DR_11663,Aurangabad,2023,3.32,3.79,9.66,4.78,Medium,Aging Infrastructure
DR_11664,Gadchiroli,2024,5.36,6.54,8.46,6.45,High,Aging Infrastructure
DR_11665,Nandurbar,2024,1.96,2.93,5.97,3.15,Medium,Aging Infrastructure
DR_11666,Mumbai City,2024,8.83,3.18,4.69,5.74,High,Flood Risk
DR_11667,Satara,2020,2.23,3.05,1.9,2.49,Low,Unemployment
DR_11668,Akola,2021,1.02,9.01,3.67,4.75,Medium,Unemployment
DR_11669,Jalna,2022,7.0,9.65,8.6,8.38,Critical,Unemployment
DR_11670,Buldhana,2021,5.37,9.49,4.56,6.86,High,Industrial Decline
DR_11671,Solapur,2022,8.34,6.0,6.33,7.0,High,Groundwater Depletion
DR_11672,Jalgaon,2022,2.64,8.22,5.34,5.41,High,Industrial Decline
DR_11673,Beed,2023,9.86,9.54,1.2,8.0,Critical,Drought Susceptibility
DR_11674,Gondia,2020,7.44,4.82,7.21,6.34,High,Flood Risk
DR_11675,Amravati,2021,4.48,6.59,6.36,5.7,High,Inflation Impact
DR_11676,Amravati,2024,2.27,6.45,8.19,5.12,High,Aging Infrastructure
DR_11677,Mumbai Suburban,2024,3.28,7.14,7.2,5.61,High,Aging Infrastructure
DR_11678,Nashik,2022,2.54,9.22,3.67,5.44,High,Unemployment
DR_11679,Nashik,2020,3.99,1.35,5.28,3.19,Medium,Aging Infrastructure
DR_11680,Jalna,2022,3.87,1.54,5.72,3.31,Medium,Aging Infrastructure
DR_11681,Parbhani,2023,2.1,8.66,6.38,5.58,High,Industrial Decline
DR_11682,Ratnagiri,2021,2.17,4.45,6.82,4.01,Medium,Aging Infrastructure
DR_11683,Nanded,2023,4.67,8.44,3.78,6.0,High,Unemployment
DR_11684,Parbhani,2021,9.65,10,2.98,8.45,Critical,Inflation Impact
DR_11685,Ratnagiri,2021,6.17,4.74,8.77,6.12,High,Aging Infrastructure
DR_11686,Kolhapur,2020,6.78,7.08,4.54,6.45,High,Unemployment
DR_11687,Wardha,2022,9.63,1.74,9.94,6.54,High,Aging Infrastructure
DR_11688,Raigad,2024,5.66,9.01,3.57,6.58,High,Unemployment
DR_11689,Buldhana,2023,9.25,2.64,8.32,6.42,High,Flood Risk
DR_11690,Wardha,2024,9.12,2.22,8.86,6.31,High,Groundwater Depletion
DR_11691,Bhandara,2022,5.96,5.48,1.29,4.84,Medium,Drought Susceptibility
DR_11692,Wardha,2020,5.5,6.28,2.57,5.23,High,Industrial Decline
DR_11693,Aurangabad,2024,6.3,3.19,8.54,5.5,High,Aging Infrastructure
DR_11694,Parbhani,2023,1.39,1.3,1.89,1.45,Low,Aging Infrastructure
DR_11695,Mumbai City,2020,7.4,9.89,6.05,8.13,Critical,Inflation Impact
DR_11696,Solapur,2022,1.66,5.26,5.9,3.95,Medium,Aging Infrastructure
DR_11697,Ahmednagar,2023,5.41,7.14,3.61,5.74,High,Inflation Impact
DR_11698,Jalna,2020,2.8,5.87,3.15,4.1,Medium,Industrial Decline
DR_11699,Kolhapur,2023,3.21,5.43,2.51,3.95,Medium,Inflation Impact
DR_11700,Beed,2024,4.21,8.46,1.01,5.27,High,Industrial Decline
DR_11701,Thane,2021,9.72,7.26,6.17,8.03,Critical,Drought Susceptibility
DR_11702,Kolhapur,2021,5.19,4.16,5.21,4.78,Medium,Aging Infrastructure
DR_11703,Nagpur,2021,4.83,3.23,7.42,4.71,Medium,Aging Infrastructure
DR_11704,Beed,2020,8.26,7.16,8.87,7.94,Critical,Aging Infrastructure
DR_11705,Aurangabad,2023,5.89,5.32,6.68,5.82,High,Aging Infrastructure
DR_11706,Nagpur,2021,3.87,1.33,6.54,3.39,Medium,Aging Infrastructure
DR_11707,Ratnagiri,2020,1.02,1.18,7.45,2.37,Low,Aging Infrastructure
DR_11708,Kolhapur,2022,5.55,1.98,5.33,4.08,Medium,Groundwater Depletion
DR_11709,Gadchiroli,2020,9.9,10,4.96,8.95,Critical,Industrial Decline
DR_11710,Buldhana,2024,4.38,9.79,6.45,6.96,High,Inflation Impact
DR_11711,Akola,2023,7.58,5.11,7.15,6.51,High,Flood Risk
DR_11712,Buldhana,2021,3.63,3.44,9.71,4.77,Medium,Aging Infrastructure
DR_11713,Buldhana,2022,9.13,1.94,8.04,6.04,High,Flood Risk
DR_11714,Parbhani,2021,9.62,8.33,8.89,8.96,Critical,Groundwater Depletion
DR_11715,Gadchiroli,2023,2.46,3.46,8.13,3.99,Medium,Aging Infrastructure
DR_11716,Nashik,2024,1.2,5.44,6.4,3.93,Medium,Aging Infrastructure
DR_11717,Thane,2022,5.24,7.65,6.1,6.38,High,Unemployment
DR_11718,Gadchiroli,2020,4.91,9.33,1.02,5.9,High,Unemployment
DR_11719,Osmanabad,2022,4.35,8.13,8.03,6.6,High,Unemployment
DR_11720,Sangli,2020,6.19,1.84,4.32,4.08,Medium,Flood Risk
DR_11721,Dhule,2024,1.87,4.7,5.56,3.74,Medium,Aging Infrastructure
DR_11722,Jalna,2020,3.0,3.33,9.72,4.48,Medium,Aging Infrastructure
DR_11723,Parbhani,2020,4.24,7.03,9.01,6.31,High,Aging Infrastructure
DR_11724,Osmanabad,2023,2.91,3.44,7.58,4.05,Medium,Aging Infrastructure
DR_11725,Thane,2021,1.85,5.21,7.04,4.23,Medium,Aging Infrastructure
DR_11726,Aurangabad,2023,2.19,9.04,6.69,5.83,High,Industrial Decline
DR_11727,Mumbai Suburban,2022,6.89,8.92,2.29,6.78,High,Industrial Decline
DR_11728,Ratnagiri,2021,3.2,2.3,5.12,3.23,Medium,Aging Infrastructure
DR_11729,Satara,2024,7.85,10,4.39,8.02,Critical,Industrial Decline
DR_11730,Wardha,2020,3.75,1.29,2.97,2.61,Medium,Groundwater Depletion
DR_11731,Mumbai Suburban,2022,8.51,4.79,4.98,6.32,High,Drought Susceptibility
DR_11732,Gadchiroli,2020,4.54,5.09,6.33,5.12,High,Aging Infrastructure
DR_11733,Nashik,2020,5.89,3.24,1.48,3.95,Medium,Groundwater Depletion
DR_11734,Wardha,2021,3.5,9.47,4.8,6.15,High,Inflation Impact
DR_11735,Mumbai Suburban,2020,2.82,7.54,5.85,5.31,High,Unemployment
DR_11736,Satara,2022,1.86,3.05,2.7,2.5,Medium,Inflation Impact
DR_11737,Gadchiroli,2023,1.88,9.58,3.1,5.2,High,Industrial Decline
DR_11738,Gadchiroli,2024,3.52,8.01,3.87,5.38,High,Inflation Impact
DR_11739,Pune,2023,6.72,3.2,7.22,5.42,High,Aging Infrastructure
DR_11740,Buldhana,2024,1.17,9.74,2.43,4.85,Medium,Unemployment
DR_11741,Chandrapur,2021,5.44,1.47,3.4,3.45,Medium,Groundwater Depletion
DR_11742,Mumbai Suburban,2021,2.0,9.72,3.25,5.34,High,Industrial Decline
DR_11743,Raigad,2021,6.71,7.88,2.92,6.42,High,Unemployment
DR_11744,Aurangabad,2022,8.15,3.36,5.38,5.68,High,Drought Susceptibility
DR_11745,Jalgaon,2021,2.87,7.1,4.6,4.91,Medium,Industrial Decline
DR_11746,Hingoli,2021,7.37,6.62,7.41,7.08,High,Aging Infrastructure
DR_11747,Pune,2020,2.3,9.05,5.54,5.65,High,Unemployment
DR_11748,Pune,2020,4.88,8.52,1.69,5.7,High,Unemployment
DR_11749,Sindhudurg,2024,2.77,8.82,1.55,4.95,Medium,Inflation Impact
DR_11750,Chandrapur,2024,1.29,6.47,6.66,4.44,Medium,Aging Infrastructure
DR_11751,Washim,2024,9.79,4.16,7.68,7.12,High,Drought Susceptibility
DR_11752,Osmanabad,2023,2.85,9.42,6.22,6.15,High,Industrial Decline
DR_11753,Mumbai City,2024,4.65,9.89,6.43,7.1,High,Inflation Impact
DR_11754,Nagpur,2022,4.9,2.96,4.59,4.06,Medium,Drought Susceptibility
DR_11755,Thane,2024,4.38,2.84,7.46,4.38,Medium,Aging Infrastructure
DR_11756,Chandrapur,2022,1.1,5.23,1.73,2.88,Medium,Unemployment
DR_11757,Buldhana,2024,5.99,2.93,2.04,3.98,Medium,Drought Susceptibility
DR_11758,Jalgaon,2022,2.8,7.67,4.74,5.14,High,Unemployment
DR_11759,Mumbai Suburban,2022,8.1,3.5,3.96,5.43,High,Groundwater Depletion
DR_11760,Jalna,2022,2.64,6.65,8.1,5.34,High,Aging Infrastructure
DR_11761,Nanded,2022,6.83,7.54,7.68,7.28,High,Aging Infrastructure
DR_11762,Solapur,2020,5.93,7.54,6.24,6.63,High,Inflation Impact
DR_11763,Thane,2021,2.64,9.07,5.42,5.77,High,Unemployment
DR_11764,Thane,2023,5.4,5.39,8.75,6.07,High,Aging Infrastructure
DR_11765,Beed,2022,8.0,10,9.6,9.12,Critical,Unemployment
DR_11766,Jalna,2021,5.82,9.35,4.84,7.03,High,Inflation Impact
DR_11767,Latur,2023,4.18,9.57,8.41,7.18,High,Industrial Decline
DR_11768,Nanded,2020,9.7,5.9,9.59,8.16,Critical,Groundwater Depletion
DR_11769,Jalgaon,2020,7.99,9.29,7.59,8.43,Critical,Unemployment
DR_11770,Nandurbar,2022,2.32,6.11,2.35,3.84,Medium,Industrial Decline
DR_11771,Beed,2020,8.44,2.51,8.08,5.99,High,Drought Susceptibility
DR_11772,Ratnagiri,2020,9.18,10,5.13,8.7,Critical,Unemployment
DR_11773,Latur,2022,4.8,3.84,6.11,4.68,Medium,Aging Infrastructure
DR_11774,Mumbai City,2021,7.28,4.15,5.05,5.58,High,Flood Risk
DR_11775,Solapur,2023,2.76,9.4,2.01,5.27,High,Unemployment
DR_11776,Nanded,2020,5.16,3.52,4.77,4.42,Medium,Drought Susceptibility
DR_11777,Latur,2022,9.13,2.99,4.47,5.74,High,Drought Susceptibility
DR_11778,Thane,2024,1.35,9.6,4.78,5.33,High,Industrial Decline
DR_11779,Dhule,2023,3.03,7.68,6.78,5.64,High,Industrial Decline
DR_11780,Beed,2022,5.21,2.3,2.04,3.41,Medium,Drought Susceptibility
DR_11781,Yavatmal,2024,2.57,3.49,2.96,3.01,Medium,Inflation Impact
DR_11782,Mumbai City,2020,2.23,4.66,5.38,3.83,Medium,Aging Infrastructure
DR_11783,Dhule,2023,4.35,8.17,8.67,6.74,High,Aging Infrastructure
DR_11784,Jalna,2021,5.2,4.08,4.12,4.54,Medium,Drought Susceptibility
DR_11785,Osmanabad,2021,8.23,10,4.87,8.27,Critical,Industrial Decline
DR_11786,Parbhani,2023,3.48,9.52,6.03,6.41,High,Unemployment
DR_11787,Ahmednagar,2021,8.67,8.47,5.53,7.97,Critical,Flood Risk
DR_11788,Raigad,2024,5.77,6.27,6.94,6.21,High,Aging Infrastructure
DR_11789,Hingoli,2024,5.06,4.48,9.29,5.68,High,Aging Infrastructure
DR_11790,Yavatmal,2024,3.99,6.55,9.18,6.05,High,Aging Infrastructure
DR_11791,Mumbai Suburban,2024,2.91,4.56,5.56,4.1,Medium,Aging Infrastructure
DR_11792,Wardha,2022,9.32,9.1,2.5,7.87,Critical,Groundwater Depletion
DR_11793,Jalna,2020,9.25,8.71,5.5,8.29,Critical,Groundwater Depletion
DR_11794,Parbhani,2023,2.57,4.07,7.16,4.09,Medium,Aging Infrastructure
DR_11795,Mumbai City,2021,3.55,2.31,6.93,3.73,Medium,Aging Infrastructure
DR_11796,Amravati,2022,2.91,3.94,4.85,3.71,Medium,Aging Infrastructure
DR_11797,Beed,2022,8.04,5.85,4.11,6.38,High,Flood Risk
DR_11798,Wardha,2022,4.55,5.48,5.91,5.19,High,Aging Infrastructure
DR_11799,Jalna,2021,3.21,4.45,4.51,3.96,Medium,Aging Infrastructure
DR_11800,Palghar,2020,3.53,7.41,7.49,5.88,High,Aging Infrastructure
DR_11801,Chandrapur,2021,4.65,9.19,2.68,6.07,High,Inflation Impact
DR_11802,Nashik,2023,4.88,4.87,4.12,4.73,Medium,Drought Susceptibility
DR_11803,Nandurbar,2024,2.64,7.25,9.91,5.94,High,Aging Infrastructure
DR_11804,Dhule,2024,4.73,5.72,5.62,5.31,High,Unemployment
DR_11805,Jalna,2021,1.1,5.69,4.28,3.57,Medium,Industrial Decline
DR_11806,Sangli,2024,4.67,9.97,5.93,7.04,High,Unemployment
DR_11807,Jalgaon,2020,5.02,5.79,4.21,5.17,High,Inflation Impact
DR_11808,Nashik,2022,3.9,3.4,6.06,4.13,Medium,Aging Infrastructure
DR_11809,Nashik,2024,5.53,6.72,9.36,6.77,High,Aging Infrastructure
DR_11810,Solapur,2020,6.81,4.75,9.29,6.48,High,Aging Infrastructure
DR_11811,Mumbai Suburban,2021,5.15,2.71,7.84,4.71,Medium,Aging Infrastructure
DR_11812,Wardha,2020,3.59,7.75,2.87,5.11,High,Unemployment
DR_11813,Ahmednagar,2024,1.89,4.77,8.6,4.38,Medium,Aging Infrastructure
DR_11814,Akola,2020,5.0,5.06,3.52,4.73,Medium,Industrial Decline
DR_11815,Solapur,2023,6.88,6.99,9.51,7.45,High,Aging Infrastructure
DR_11816,Mumbai Suburban,2022,2.04,7.74,4.58,4.83,Medium,Industrial Decline
DR_11817,Amravati,2024,9.72,4.13,9.81,7.5,Critical,Aging Infrastructure
DR_11818,Beed,2024,6.18,6.26,6.72,6.32,High,Aging Infrastructure
DR_11819,Dhule,2022,3.15,7.69,8.48,6.04,High,Aging Infrastructure
DR_11820,Palghar,2020,9.86,10,4.87,8.92,Critical,Inflation Impact
DR_11821,Nagpur,2020,8.89,7.03,7.88,7.95,Critical,Drought Susceptibility
DR_11822,Beed,2020,2.24,4.16,9.94,4.55,Medium,Aging Infrastructure
DR_11823,Nanded,2020,8.89,7.75,5.63,7.78,Critical,Flood Risk
DR_11824,Pune,2023,8.9,9.99,2.01,7.96,Critical,Unemployment
DR_11825,Latur,2023,9.09,9.61,7.57,8.99,Critical,Unemployment
DR_11826,Dhule,2024,7.16,10,3.8,7.62,Critical,Industrial Decline
DR_11827,Osmanabad,2022,6.57,5.58,3.11,5.48,High,Drought Susceptibility
DR_11828,Bhandara,2024,2.48,6.0,9.12,5.21,High,Aging Infrastructure
DR_11829,Chandrapur,2023,9.23,6.13,5.36,7.21,High,Drought Susceptibility
DR_11830,Solapur,2023,2.7,5.27,3.19,3.83,Medium,Industrial Decline
DR_11831,Amravati,2020,2.67,9.79,5.59,6.1,High,Inflation Impact
DR_11832,Raigad,2021,9.09,4.86,7.12,7.0,High,Flood Risk
DR_11833,Mumbai City,2023,1.02,4.52,9.14,4.05,Medium,Aging Infrastructure
DR_11834,Gondia,2022,2.34,2.14,5.06,2.81,Medium,Aging Infrastructure
DR_11835,Gondia,2022,6.14,2.63,1.21,3.75,Medium,Groundwater Depletion
DR_11836,Wardha,2024,2.85,5.88,7.49,4.99,Medium,Aging Infrastructure
DR_11837,Parbhani,2020,2.9,5.26,1.42,3.55,Medium,Industrial Decline
DR_11838,Sindhudurg,2021,9.89,1.68,2.72,5.17,High,Groundwater Depletion
DR_11839,Akola,2020,3.52,6.92,6.61,5.5,High,Unemployment
DR_11840,Solapur,2024,4.19,3.95,6.74,4.6,Medium,Aging Infrastructure
DR_11841,Akola,2020,2.17,9.63,8.96,6.51,High,Unemployment
DR_11842,Akola,2024,9.76,10,8.83,9.67,Critical,Industrial Decline
DR_11843,Wardha,2022,4.99,3.8,4.48,4.41,Medium,Flood Risk
DR_11844,Nashik,2022,2.65,8.27,1.88,4.74,Medium,Industrial Decline
DR_11845,Pune,2024,4.75,4.4,7.22,5.1,High,Aging Infrastructure
DR_11846,Bhandara,2021,7.85,9.72,2.12,7.45,High,Inflation Impact
DR_11847,Sindhudurg,2024,4.4,4.98,5.89,4.93,Medium,Aging Infrastructure
DR_11848,Buldhana,2023,8.94,2.04,5.94,5.58,High,Drought Susceptibility
DR_11849,Buldhana,2021,3.29,1.55,1.85,2.31,Low,Flood Risk
DR_11850,Amravati,2023,8.48,5.6,6.44,6.92,High,Groundwater Depletion
DR_11851,Gondia,2022,2.57,2.45,9.8,3.97,Medium,Aging Infrastructure
DR_11852,Sindhudurg,2024,1.51,4.35,5.04,3.35,Medium,Aging Infrastructure
DR_11853,Chandrapur,2021,6.07,7.5,9.17,7.26,High,Aging Infrastructure
DR_11854,Bhandara,2024,1.14,8.58,3.28,4.54,Medium,Industrial Decline
DR_11855,Jalna,2021,7.3,7.68,9.79,7.95,Critical,Aging Infrastructure
DR_11856,Gadchiroli,2023,3.82,8.13,5.46,5.87,High,Industrial Decline
DR_11857,Palghar,2022,6.74,4.38,6.26,5.7,High,Groundwater Depletion
DR_11858,Latur,2024,6.94,6.01,6.71,6.53,High,Groundwater Depletion
DR_11859,Hingoli,2021,5.42,5.43,1.93,4.73,Medium,Unemployment
DR_11860,Solapur,2020,7.61,3.28,8.84,6.12,High,Aging Infrastructure
DR_11861,Aurangabad,2020,7.29,8.24,7.89,7.79,Critical,Unemployment
DR_11862,Washim,2020,6.34,7.32,2.78,6.02,High,Inflation Impact
DR_11863,Wardha,2024,1.95,3.02,7.92,3.57,Medium,Aging Infrastructure
DR_11864,Gondia,2020,1.75,7.04,3.81,4.28,Medium,Industrial Decline
DR_11865,Gadchiroli,2024,4.75,8.47,3.88,6.06,High,Inflation Impact
DR_11866,Jalna,2021,9.3,7.08,2.97,7.15,High,Drought Susceptibility
DR_11867,Latur,2022,4.48,9.32,4.42,6.4,High,Industrial Decline
DR_11868,Jalgaon,2022,9.69,5.41,4.07,6.85,High,Drought Susceptibility
DR_11869,Gadchiroli,2020,3.99,6.18,1.85,4.44,Medium,Inflation Impact
DR_11870,Wardha,2020,2.93,3.94,9.3,4.61,Medium,Aging Infrastructure
DR_11871,Nandurbar,2020,3.46,2.41,5.26,3.4,Medium,Aging Infrastructure
DR_11872,Nanded,2023,6.57,2.94,3.82,4.57,Medium,Groundwater Depletion
DR_11873,Ratnagiri,2024,8.22,10,2.31,7.75,Critical,Inflation Impact
DR_11874,Ahmednagar,2022,7.37,3.61,8.3,6.05,High,Aging Infrastructure
DR_11875,Latur,2023,1.53,7.45,6.01,4.79,Medium,Unemployment
DR_11876,Yavatmal,2020,2.26,9.33,2.01,5.04,High,Inflation Impact
DR_11877,Satara,2023,4.99,4.98,6.62,5.31,High,Aging Infrastructure
DR_11878,Ratnagiri,2022,3.82,1.07,6.09,3.17,Medium,Aging Infrastructure
DR_11879,Jalgaon,2023,4.97,1.62,7.43,4.12,Medium,Aging Infrastructure
DR_11880,Jalna,2022,8.55,8.74,9.46,8.81,Critical,Aging Infrastructure
DR_11881,Thane,2023,3.03,6.54,4.15,4.66,Medium,Unemployment
DR_11882,Mumbai City,2023,4.18,1.15,2.76,2.69,Medium,Drought Susceptibility
DR_11883,Kolhapur,2022,3.99,7.31,7.88,6.1,High,Aging Infrastructure
DR_11884,Solapur,2024,3.18,1.14,6.68,3.06,Medium,Aging Infrastructure
DR_11885,Palghar,2021,7.62,5.23,2.14,5.57,High,Drought Susceptibility
DR_11886,Wardha,2020,9.68,4.02,8.53,7.19,High,Flood Risk
DR_11887,Mumbai Suburban,2023,9.33,10,7.9,9.31,Critical,Unemployment
DR_11888,Chandrapur,2021,3.13,5.69,2.67,4.06,Medium,Inflation Impact
DR_11889,Yavatmal,2023,9.85,10,8.73,9.69,Critical,Industrial Decline
DR_11890,Dhule,2022,9.95,7.53,1.36,7.27,High,Groundwater Depletion
