City,Date,Water_Stress_Index,Availability_Liters_Per_Capita,Demand_Liters_Per_Capita,Groundwater_Level_Meters,Risk_Category
Palghar,2024-01-12,7.11,71,173,63.3,High
Panvel,2024-10-26,9.75,35,169,70.3,Extremely High
Palghar,2024-07-18,2.77,75,171,14.0,Medium
Aurangabad,2025-04-11,6.65,93,115,55.2,High
Nandurbar,2024-06-30,8.28,77,174,69.8,Extremely High
Pune,2023-01-01,6.97,51,183,61.4,High
Ambarnath,2024-05-27,2.6,98,167,33.2,Medium
Latur,2025-03-23,6.26,44,160,35.1,High
Gondia,2025-06-23,1.11,62,160,48.6,Low
Pune,2025-03-18,6.69,49,133,62.2,High
Mira-Bhayandar,2024-07-25,8.32,88,181,43.1,Extremely High
Washim,2025-06-24,8.17,57,187,47.3,Extremely High
Pune,2025-08-13,6.53,108,153,57.4,High
Bhandara,2024-04-30,6.28,95,175,47.1,High
Panvel,2023-10-20,7.35,35,152,71.5,High
Navi Mumbai,2023-06-04,5.65,103,113,51.5,High
Pune,2023-01-05,7.39,73,129,72.1,High
Aurangabad,2025-05-18,9.63,76,185,63.7,Extremely High
Dhule,2025-10-09,4.32,34,140,48.8,Medium
Wardha,2024-05-08,4.0,31,173,21.8,Medium
Ahmednagar,2023-12-13,4.62,105,110,37.3,Medium
Vasai-Virar,2024-09-30,1.79,110,167,21.4,Low
Kalyan-Dombivli,2025-02-24,3.52,51,147,16.4,Medium
Navi Mumbai,2023-05-01,8.64,31,194,68.5,Extremely High
Kolhapur,2025-09-03,7.53,24,164,61.4,High
Navi Mumbai,2025-03-10,9.32,86,149,44.9,Extremely High
Washim,2025-11-22,4.58,68,129,62.4,Medium
Hingoli,2023-02-16,1.82,134,135,53.9,Low
Vasai-Virar,2024-04-12,9.63,10,162,42.2,Extremely High
Bhiwandi,2023-08-25,6.0,45,124,26.2,High
Thane,2024-05-16,4.82,123,156,41.9,Medium
Mira-Bhayandar,2024-06-05,8.24,89,123,73.0,Extremely High
Bhandara,2024-06-01,4.79,39,144,61.0,Medium
Jalna,2023-03-23,2.78,87,141,57.0,Medium
Sangli,2023-11-28,7.29,76,118,49.3,High
Nanded,2025-06-09,8.35,69,118,55.9,Extremely High
Mumbai,2023-05-27,9.39,21,174,68.8,Extremely High
Mumbai,2025-11-02,4.84,92,129,26.7,Medium
Thane,2024-12-17,3.18,89,118,55.1,Medium
Ahmednagar,2023-09-11,1.7,110,126,38.0,Low
Mira-Bhayandar,2025-09-05,3.77,110,178,24.9,Medium
Palghar,2024-07-13,2.18,78,152,25.1,Low
Pune,2023-05-24,6.24,70,154,30.8,High
Aurangabad,2023-12-21,5.09,58,112,24.1,High
Amravati,2024-10-29,4.04,81,178,18.1,Medium
Kalyan-Dombivli,2023-12-21,2.91,120,137,40.3,Medium
Nanded,2024-07-09,7.65,13,145,62.7,High
Nashik,2023-01-24,8.99,19,142,38.9,Extremely High
Jalna,2024-07-24,4.67,54,165,42.0,Medium
Gondia,2023-06-18,2.9,72,149,41.0,Medium
Jalna,2024-11-25,4.93,62,117,64.3,Medium
Ulhasnagar,2024-01-24,2.17,53,144,14.0,Low
Bhiwandi,2023-06-21,3.24,126,138,28.4,Medium
Jalgaon,2024-09-19,7.84,71,181,48.4,High
Ratnagiri,2024-02-15,8.54,104,118,57.2,Extremely High
Vasai-Virar,2025-03-17,7.37,32,145,65.6,High
Palghar,2023-03-22,8.47,79,144,45.8,Extremely High
Nagpur,2024-02-11,2.33,93,177,20.3,Low
Akola,2023-10-11,1.14,138,150,12.7,Low
Beed,2024-03-16,2.02,60,161,55.1,Low
Beed,2024-05-22,7.36,86,137,44.6,High
Osmanabad,2025-01-10,1.81,77,182,35.4,Low
Malegaon,2024-03-02,2.72,123,120,16.8,Medium
Bhiwandi,2023-10-27,7.6,35,129,60.3,High
Osmanabad,2024-09-17,2.24,49,156,39.7,Low
Ichalkaranji,2023-04-26,6.74,66,113,29.3,High
Nagpur,2023-02-07,3.15,43,184,22.2,Medium
Kalyan-Dombivli,2024-03-23,4.57,87,177,46.8,Medium
Bhiwandi,2025-02-17,3.81,70,143,23.5,Medium
Kolhapur,2023-09-30,8.5,8,147,47.6,Extremely High
Akola,2024-10-05,9.34,88,164,59.3,Extremely High
Jalgaon,2023-11-22,4.67,112,164,60.6,Medium
Akola,2023-04-20,8.01,13,124,32.4,Extremely High
Panvel,2025-05-30,1.51,75,160,46.3,Low
Ichalkaranji,2024-11-23,5.01,113,163,38.2,High
Sangli,2024-01-14,6.68,55,135,69.0,High
Yavatmal,2023-12-10,9.82,49,157,58.6,Extremely High
Washim,2024-01-08,1.54,89,150,29.8,Low
Parbhani,2023-03-03,9.53,70,153,62.2,Extremely High
Chandrapur,2025-05-01,6.9,41,128,30.9,High
Sangli,2024-09-28,7.68,105,181,33.2,High
Osmanabad,2023-01-28,4.85,42,155,48.1,Medium
Nagpur,2024-12-15,8.01,101,145,33.6,Extremely High
Chandrapur,2024-05-31,2.42,130,157,29.6,Low
Mira-Bhayandar,2025-08-15,9.81,44,134,55.5,Extremely High
Sindhudurg,2023-06-01,4.81,62,169,31.8,Medium
Sindhudurg,2023-03-14,8.4,80,119,51.3,Extremely High
Hingoli,2024-02-22,7.18,36,146,58.0,High
Jalna,2023-02-26,1.03,59,151,17.0,Low
Ahmednagar,2025-09-27,2.59,59,123,37.0,Medium
Pune,2024-06-13,2.4,53,133,39.0,Low
Nashik,2024-09-24,5.21,66,154,49.3,High
Wardha,2025-05-08,8.04,73,193,64.5,Extremely High
Gondia,2025-04-22,3.59,36,170,50.6,Medium
Mumbai,2024-07-17,3.17,40,162,37.2,Medium
Amravati,2024-08-12,3.88,73,142,21.1,Medium
Sindhudurg,2023-08-19,2.22,62,106,12.0,Low
Solapur,2025-08-25,9.67,49,131,44.3,Extremely High
Nagpur,2025-07-15,6.23,81,116,49.8,High
Malegaon,2025-09-15,4.17,37,180,36.5,Medium
Panvel,2024-02-16,5.08,38,143,58.2,High
Amravati,2024-03-17,5.45,92,169,24.6,High
Bhandara,2024-09-28,2.2,90,115,52.7,Low
Bhandara,2024-11-07,9.72,26,179,44.2,Extremely High
Ratnagiri,2023-05-10,7.04,69,117,40.6,High
Panvel,2025-03-04,5.47,26,165,60.9,High
Sindhudurg,2023-11-26,8.85,63,153,72.4,Extremely High
Navi Mumbai,2024-01-08,3.68,123,154,23.2,Medium
Navi Mumbai,2025-09-18,1.17,67,177,22.6,Low
Nashik,2023-10-07,8.42,40,130,37.6,Extremely High
Palghar,2023-05-16,5.23,77,117,42.8,High
Akola,2024-05-16,9.42,26,152,70.6,Extremely High
Nandurbar,2023-06-16,9.25,21,163,50.7,Extremely High
Nanded,2023-01-01,3.39,131,125,35.3,Medium
Kolhapur,2023-07-26,1.81,51,104,37.7,Low
Kalyan-Dombivli,2025-06-18,6.56,68,124,67.6,High
Osmanabad,2024-07-17,4.4,85,164,38.0,Medium
Sindhudurg,2025-10-27,3.39,86,145,29.3,Medium
Panvel,2025-11-02,9.84,75,131,37.4,Extremely High
Parbhani,2025-04-08,4.14,111,133,34.1,Medium
Solapur,2024-12-12,7.84,32,137,62.5,High
Bhiwandi,2023-07-28,5.09,115,167,54.0,High
Aurangabad,2024-12-18,5.84,111,182,42.9,High
Ahmednagar,2025-07-03,6.61,67,180,60.4,High
Hingoli,2025-07-08,8.31,87,192,42.1,Extremely High
Latur,2023-12-09,2.94,130,165,48.9,Medium
Washim,2023-12-08,8.09,43,131,52.9,Extremely High
Beed,2025-01-09,8.34,104,156,43.3,Extremely High
Thane,2023-02-09,6.4,23,121,40.2,High
Bhiwandi,2024-02-07,3.4,111,163,50.9,Medium
Navi Mumbai,2025-03-16,5.26,66,171,55.5,High
Jalgaon,2024-05-21,2.13,130,161,44.1,Low
Ahmednagar,2024-09-05,7.6,71,146,64.8,High
Washim,2025-04-09,2.53,98,157,36.7,Medium
Nandurbar,2023-04-29,6.78,87,164,60.5,High
Nashik,2023-05-30,7.01,97,154,37.1,High
Washim,2024-07-21,8.36,71,152,41.5,Extremely High
Mumbai,2023-05-29,8.21,70,129,45.9,Extremely High
Bhiwandi,2024-08-28,5.81,63,128,36.4,High
Navi Mumbai,2025-09-12,5.97,31,164,41.7,High
Hingoli,2023-09-16,6.35,58,173,39.4,High
Ambarnath,2025-12-07,1.73,108,112,46.7,Low
Nandurbar,2024-08-12,8.56,10,156,44.3,Extremely High
Nanded,2025-12-03,6.3,78,182,37.4,High
Solapur,2025-02-22,6.87,17,177,68.8,High
Aurangabad,2024-10-29,4.37,86,137,22.9,Medium
Latur,2024-11-28,6.47,20,129,25.2,High
Ahmednagar,2024-12-04,9.28,11,175,71.0,Extremely High
Kolhapur,2024-10-29,6.61,111,172,54.2,High
Mumbai,2025-11-20,1.21,62,132,27.5,Low
Ichalkaranji,2025-10-30,1.93,69,158,53.5,Low
Jalgaon,2024-12-03,7.88,11,174,70.6,High
Ichalkaranji,2023-12-31,6.75,114,124,52.6,High
Ratnagiri,2025-11-10,4.63,89,180,38.4,Medium
Satara,2024-11-23,7.61,85,162,27.9,High
Amravati,2025-12-11,6.8,18,119,57.5,High
Amravati,2025-03-19,1.53,94,137,45.2,Low
Ambarnath,2025-05-26,1.26,64,109,26.4,Low
Satara,2023-06-16,8.87,82,158,46.1,Extremely High
Jalna,2024-10-31,5.57,105,127,52.4,High
Beed,2025-11-10,3.44,119,170,50.2,Medium
Navi Mumbai,2024-05-13,8.71,100,166,45.9,Extremely High
Kolhapur,2023-01-03,1.44,112,153,35.5,Low
Gondia,2024-05-21,7.28,90,159,67.7,High
Satara,2023-07-13,2.18,91,119,55.8,Low
Dhule,2023-07-27,6.7,20,120,58.3,High
Ulhasnagar,2023-01-24,5.9,23,118,40.5,High
Amravati,2025-04-29,1.83,49,167,35.1,Low
Mira-Bhayandar,2025-06-07,7.99,91,177,71.1,High
Bhandara,2023-06-02,5.95,47,164,42.3,High
Parbhani,2023-07-11,2.71,79,163,49.5,Medium
Amravati,2023-11-09,5.93,99,186,58.7,High
Vasai-Virar,2023-12-03,8.02,57,122,44.2,Extremely High
Aurangabad,2023-03-18,6.39,69,116,42.1,High
Mumbai,2024-04-09,4.27,54,174,25.2,Medium
Pune,2025-11-13,4.39,54,138,37.5,Medium
Ahmednagar,2025-10-12,8.92,67,126,32.3,Extremely High
Nagpur,2024-09-04,8.7,103,130,66.6,Extremely High
Aurangabad,2025-06-16,2.86,63,111,38.7,Medium
Nanded,2025-05-25,5.28,76,160,54.9,High
Nashik,2024-02-05,4.17,112,172,43.1,Medium
Sangli,2024-01-20,5.44,59,136,64.6,High
Nandurbar,2024-03-21,4.81,107,168,20.7,Medium
Nashik,2023-09-09,3.39,64,138,42.7,Medium
Beed,2025-08-14,7.25,30,182,65.0,High
Kalyan-Dombivli,2024-10-12,2.24,89,149,32.0,Low
Osmanabad,2023-09-16,4.54,111,121,41.8,Medium
Pune,2023-07-08,5.63,83,122,58.7,High
Kolhapur,2024-10-26,1.59,110,157,45.2,Low
Akola,2023-07-02,8.61,18,124,38.2,Extremely High
Wardha,2024-10-07,1.91,94,166,34.4,Low
Gondia,2023-12-04,8.89,25,172,36.4,Extremely High
Bhandara,2023-08-15,3.8,95,132,60.2,Medium
Hingoli,2025-06-02,2.94,112,155,20.8,Medium
Dhule,2025-07-13,6.91,108,125,56.2,High
Nanded,2024-06-28,8.47,99,185,69.7,Extremely High
Satara,2023-09-30,1.94,55,107,44.7,Low
Nashik,2023-01-11,5.63,28,144,35.4,High
Ahmednagar,2023-06-19,2.98,72,173,43.5,Medium
Vasai-Virar,2025-05-11,8.75,8,174,65.7,Extremely High
Sindhudurg,2025-04-24,9.66,5,187,69.6,Extremely High
Panvel,2023-09-11,6.3,80,172,63.3,High
Thane,2025-12-03,9.61,5,129,61.2,Extremely High
Dhule,2025-03-11,1.74,79,150,12.4,Low
Ahmednagar,2025-12-29,3.38,62,137,49.9,Medium
Palghar,2023-12-17,3.16,118,148,29.7,Medium
Nashik,2024-01-11,4.08,61,147,47.6,Medium
Dhule,2025-06-20,8.27,47,151,30.8,Extremely High
Nagpur,2025-03-24,2.85,116,130,50.8,Medium
Akola,2024-04-17,2.72,118,112,13.9,Medium
Ulhasnagar,2025-10-18,9.62,46,130,68.1,Extremely High
Ratnagiri,2024-06-02,1.6,56,125,36.7,Low
Yavatmal,2024-04-28,5.23,76,129,30.2,High
Ichalkaranji,2025-06-05,8.54,101,187,48.0,Extremely High
Washim,2023-07-16,5.26,112,156,57.0,High
Navi Mumbai,2024-08-15,5.43,73,158,56.2,High
Jalgaon,2023-05-16,1.93,77,137,51.6,Low
Gondia,2025-12-04,7.61,47,144,71.9,High
Wardha,2025-01-05,1.28,45,115,39.9,Low
Malegaon,2024-04-10,7.98,101,124,38.9,High
Ratnagiri,2024-05-01,1.52,142,140,51.9,Low
Palghar,2025-06-23,9.0,49,161,72.9,Extremely High
Thane,2024-07-16,7.35,60,174,28.0,High
Latur,2024-01-14,1.94,81,139,52.9,Low
Washim,2025-11-20,5.62,72,187,61.8,High
Washim,2024-04-23,1.69,126,157,19.9,Low
Pune,2023-08-04,5.3,117,153,21.5,High
Yavatmal,2025-11-16,9.5,89,129,44.2,Extremely High
Nagpur,2024-01-05,3.09,119,151,17.9,Medium
Mira-Bhayandar,2025-05-15,2.44,117,125,49.5,Low
Navi Mumbai,2024-08-20,8.05,53,194,35.7,Extremely High
Panvel,2025-04-24,7.87,104,170,63.4,High
Wardha,2024-10-31,5.33,28,131,43.7,High
Vasai-Virar,2025-08-23,6.55,52,179,63.1,High
Panvel,2023-03-27,3.92,96,107,31.3,Medium
Parbhani,2024-08-08,3.9,34,138,56.4,Medium
Bhiwandi,2024-09-12,1.95,47,125,33.9,Low
Ichalkaranji,2023-09-02,6.65,57,127,61.7,High
Sindhudurg,2025-10-26,6.42,20,133,63.1,High
Parbhani,2024-08-26,8.43,38,124,48.6,Extremely High
Kolhapur,2023-02-26,4.82,104,145,26.4,Medium
Nandurbar,2023-08-06,5.08,44,178,39.6,High
Bhandara,2025-12-06,9.51,35,179,74.6,Extremely High
Jalna,2024-05-16,2.31,49,162,40.2,Low
Satara,2025-01-16,1.14,59,118,46.6,Low
Osmanabad,2025-05-26,9.77,23,123,72.7,Extremely High
Wardha,2024-06-08,2.13,129,120,17.5,Low
Jalna,2025-06-11,6.39,46,186,50.0,High
Sindhudurg,2025-03-25,4.16,49,172,48.5,Medium
Nanded,2025-03-11,9.42,11,137,40.2,Extremely High
Ambarnath,2023-02-08,6.91,93,128,29.4,High
Jalgaon,2024-02-10,8.42,56,147,57.0,Extremely High
Hingoli,2025-05-08,5.81,96,117,66.6,High
Jalgaon,2023-04-30,6.53,69,176,43.5,High
Nashik,2023-08-01,9.35,35,130,65.0,Extremely High
Beed,2025-03-21,7.48,60,146,41.1,High
Kalyan-Dombivli,2024-05-03,8.99,13,186,35.8,Extremely High
Washim,2025-07-19,9.44,54,158,57.0,Extremely High
Gondia,2023-03-20,2.85,120,156,37.8,Medium
Pune,2023-05-24,8.79,103,195,56.5,Extremely High
Mira-Bhayandar,2025-04-08,9.36,30,186,51.3,Extremely High
Bhusawal,2023-05-24,8.98,48,164,59.6,Extremely High
Chandrapur,2025-01-16,1.82,81,135,25.9,Low
Sindhudurg,2024-08-20,3.87,84,163,20.4,Medium
Ahmednagar,2024-07-30,2.59,101,121,21.4,Medium
Nanded,2023-02-15,5.76,66,163,24.5,High
Sindhudurg,2025-07-12,4.55,112,114,62.9,Medium
Washim,2025-10-12,3.1,92,123,25.4,Medium
Ambarnath,2024-05-04,8.17,81,147,49.7,Extremely High
Mumbai,2025-11-03,6.53,19,116,28.6,High
Malegaon,2025-04-27,2.95,89,113,27.5,Medium
Thane,2025-01-28,8.74,37,177,59.5,Extremely High
Nanded,2025-05-02,7.33,17,153,58.8,High
Wardha,2023-08-14,1.96,77,139,21.2,Low
Bhandara,2024-06-22,4.93,25,157,39.9,Medium
Kalyan-Dombivli,2025-03-17,9.71,18,153,48.2,Extremely High
Malegaon,2024-10-26,6.07,118,136,54.5,High
Malegaon,2025-07-13,1.35,122,132,32.4,Low
Aurangabad,2025-05-26,8.85,104,155,72.7,Extremely High
Vasai-Virar,2025-08-08,7.08,65,185,58.1,High
Dhule,2025-06-10,9.49,47,184,34.7,Extremely High
Mira-Bhayandar,2024-11-21,7.27,59,131,41.7,High
Bhiwandi,2024-08-31,9.26,60,159,37.1,Extremely High
Kalyan-Dombivli,2023-06-18,3.55,87,140,49.2,Medium
Nagpur,2025-09-15,1.56,42,154,23.0,Low
Chandrapur,2025-04-23,7.51,62,140,34.9,High
Kolhapur,2023-12-01,4.21,76,122,40.4,Medium
Chandrapur,2023-07-28,3.73,81,178,35.2,Medium
Wardha,2025-07-29,9.39,72,191,72.2,Extremely High
Sindhudurg,2024-09-04,7.6,47,176,58.1,High
Solapur,2024-09-05,3.03,129,161,52.0,Medium
Yavatmal,2024-11-08,2.32,130,183,23.6,Low
Osmanabad,2025-08-06,6.69,30,171,57.7,High
Satara,2025-09-18,6.18,94,165,31.4,High
Nagpur,2024-01-12,8.72,18,138,68.5,Extremely High
Palghar,2024-02-14,4.72,73,124,50.6,Medium
Panvel,2023-09-20,2.42,122,146,20.7,Low
Osmanabad,2024-05-04,8.41,28,143,61.9,Extremely High
Dhule,2023-03-21,7.39,43,149,64.9,High
Bhandara,2025-02-13,7.9,20,130,35.4,High
Nagpur,2025-02-14,9.1,77,172,66.8,Extremely High
Washim,2023-02-01,8.42,19,183,31.0,Extremely High
Amravati,2023-03-24,1.73,60,163,32.6,Low
Thane,2025-03-02,3.59,59,143,18.8,Medium
Palghar,2023-04-05,3.92,74,183,33.8,Medium
Jalna,2023-07-26,7.82,22,130,61.2,High
Sindhudurg,2023-05-10,8.3,67,175,58.9,Extremely High
Mira-Bhayandar,2023-12-21,9.32,21,197,42.1,Extremely High
Mira-Bhayandar,2023-02-16,7.95,95,146,57.8,High
Ichalkaranji,2023-04-04,8.39,76,195,61.0,Extremely High
Ichalkaranji,2023-06-24,5.54,48,133,55.0,High
Sangli,2024-02-23,6.42,114,127,44.1,High
Solapur,2024-04-18,6.6,74,124,69.5,High
Beed,2025-02-23,3.01,50,124,35.7,Medium
Aurangabad,2025-01-02,9.37,96,151,71.4,Extremely High
Beed,2025-08-20,3.3,42,123,26.6,Medium
Jalna,2025-03-25,8.35,56,188,50.9,Extremely High
Kolhapur,2023-07-13,3.63,46,170,37.7,Medium
Ahmednagar,2024-12-03,7.3,77,130,37.2,High
Nashik,2025-08-08,7.31,39,116,31.8,High
Beed,2023-11-04,5.2,71,153,57.7,High
Sindhudurg,2024-12-06,8.44,20,196,72.3,Extremely High
Ulhasnagar,2025-06-02,6.69,86,147,60.7,High
Solapur,2024-03-12,4.72,96,135,20.0,Medium
Washim,2025-10-22,3.09,93,134,52.1,Medium
Akola,2024-06-29,3.91,51,123,60.5,Medium
Jalna,2023-12-05,8.37,55,174,34.5,Extremely High
Pune,2024-11-25,4.64,103,161,28.8,Medium
Palghar,2023-12-24,4.77,118,174,59.7,Medium
Osmanabad,2023-06-29,5.2,44,163,38.3,High
Mumbai,2023-11-12,8.21,96,172,33.1,Extremely High
Parbhani,2024-11-01,2.33,95,118,43.6,Low
Thane,2025-06-25,5.16,80,176,44.5,High
Ratnagiri,2025-07-28,3.88,102,143,29.9,Medium
Dhule,2023-02-05,4.56,61,170,35.3,Medium
Ichalkaranji,2024-04-22,4.8,64,123,64.3,Medium
Palghar,2025-12-05,5.12,115,115,57.2,High
Ulhasnagar,2024-08-12,2.75,119,175,16.0,Medium
Bhusawal,2023-11-04,4.23,74,187,54.2,Medium
Solapur,2024-12-11,9.41,89,138,68.2,Extremely High
Washim,2025-08-23,5.77,110,154,47.2,High
Kalyan-Dombivli,2024-05-03,5.9,32,116,40.7,High
Osmanabad,2024-06-19,2.09,90,156,12.0,Low
Satara,2025-05-08,3.03,119,108,50.4,Medium
Kalyan-Dombivli,2025-04-05,2.88,85,181,23.3,Medium
Gondia,2024-10-14,7.28,30,165,51.4,High
Sindhudurg,2024-07-01,7.62,34,178,69.2,High
Beed,2023-12-20,8.34,89,142,37.9,Extremely High
Gondia,2023-08-20,7.27,110,147,69.7,High
Ichalkaranji,2023-03-07,3.99,118,113,32.0,Medium
Jalgaon,2025-02-20,8.34,27,136,60.6,Extremely High
Akola,2024-04-04,9.44,73,169,41.8,Extremely High
Ambarnath,2023-07-17,5.87,70,121,50.8,High
Chandrapur,2023-03-28,4.71,96,151,19.3,Medium
Nagpur,2025-02-04,2.55,48,167,54.3,Medium
Akola,2024-10-20,4.61,76,157,47.1,Medium
Bhiwandi,2025-06-27,4.53,53,118,19.6,Medium
Ahmednagar,2024-11-27,3.28,48,139,20.5,Medium
Bhandara,2023-12-04,3.49,102,182,49.3,Medium
Washim,2025-06-21,4.92,64,150,54.9,Medium
Nashik,2023-01-23,5.56,77,125,31.6,High
Wardha,2024-03-19,7.76,51,189,32.2,High
Mira-Bhayandar,2024-08-15,8.13,99,141,60.0,Extremely High
Ahmednagar,2023-12-29,1.86,103,173,37.0,Low
Ichalkaranji,2023-07-01,6.0,27,158,65.4,High
Akola,2024-07-27,5.96,66,185,39.6,High
Osmanabad,2025-10-02,5.55,102,163,31.2,High
Hingoli,2025-08-03,6.73,115,120,52.1,High
Palghar,2024-03-18,1.87,49,142,44.7,Low
Sindhudurg,2023-11-18,8.72,66,163,73.8,Extremely High
Ambarnath,2023-06-29,3.49,112,139,42.3,Medium
Chandrapur,2025-05-21,5.45,28,148,34.3,High
Ahmednagar,2024-02-05,3.06,65,168,57.5,Medium
Parbhani,2023-01-08,7.57,95,146,49.6,High
Yavatmal,2025-05-20,7.59,74,188,49.0,High
Navi Mumbai,2024-11-12,9.73,43,140,66.9,Extremely High
Gondia,2025-05-17,2.94,62,172,39.2,Medium
Jalna,2023-07-31,3.73,88,174,27.4,Medium
Nandurbar,2025-07-13,3.38,38,126,22.9,Medium
Aurangabad,2025-02-08,7.63,36,132,68.4,High
Bhusawal,2025-10-05,1.05,77,166,45.6,Low
Bhiwandi,2023-04-24,7.97,70,155,66.4,High
Vasai-Virar,2023-01-24,3.09,36,149,50.9,Medium
Malegaon,2024-06-02,7.19,100,147,64.2,High
Akola,2023-09-21,2.41,112,163,39.4,Low
Wardha,2025-05-04,3.26,90,128,30.1,Medium
Chandrapur,2024-07-11,2.27,94,119,51.0,Low
Nagpur,2023-04-16,8.7,95,144,64.6,Extremely High
Bhandara,2023-12-31,2.68,102,129,45.6,Medium
Ambarnath,2025-03-08,4.77,53,168,44.5,Medium
Palghar,2023-10-06,3.12,122,177,45.7,Medium
Hingoli,2024-03-21,6.86,107,145,67.3,High
Latur,2025-04-07,9.33,43,119,64.5,Extremely High
Ratnagiri,2023-02-18,5.24,39,168,21.6,High
Bhiwandi,2025-10-30,2.59,105,157,31.0,Medium
Ambarnath,2024-05-03,8.58,16,130,73.3,Extremely High
Yavatmal,2024-10-24,4.24,67,187,56.2,Medium
Yavatmal,2024-06-19,7.0,113,156,65.7,High
Gondia,2023-11-30,7.73,81,153,55.5,High
Navi Mumbai,2024-06-02,8.1,12,165,56.8,Extremely High
Yavatmal,2025-04-10,4.67,37,166,27.6,Medium
Mumbai,2024-09-01,8.26,29,182,69.4,Extremely High
Parbhani,2025-07-29,8.75,96,140,39.3,Extremely High
Ichalkaranji,2025-11-22,3.81,72,139,44.8,Medium
Latur,2024-02-28,5.62,82,174,27.3,High
Satara,2024-05-13,8.57,73,174,57.7,Extremely High
Sindhudurg,2025-12-01,8.22,46,162,54.5,Extremely High
Pune,2025-12-07,3.71,45,122,19.9,Medium
Washim,2024-01-11,2.62,132,162,22.3,Medium
Nashik,2025-02-18,8.68,102,169,61.0,Extremely High
Kolhapur,2023-12-28,9.66,77,197,43.0,Extremely High
Vasai-Virar,2024-06-19,4.9,97,161,25.7,Medium
Thane,2024-06-21,6.76,92,150,62.3,High
Ichalkaranji,2023-04-27,1.02,91,160,23.6,Low
Bhandara,2024-06-02,1.02,133,107,50.5,Low
Hingoli,2024-01-29,1.61,85,181,13.9,Low
Satara,2025-11-01,7.03,35,186,62.5,High
Aurangabad,2024-10-11,5.38,61,137,38.6,High
Navi Mumbai,2023-01-18,8.25,64,137,30.0,Extremely High
Thane,2025-01-29,2.73,116,155,50.1,Medium
Mumbai,2023-10-01,7.56,76,127,31.9,High
Bhusawal,2023-02-25,3.8,45,146,60.4,Medium
Gondia,2024-12-19,8.75,56,173,42.9,Extremely High
Bhiwandi,2025-10-17,6.1,115,163,46.5,High
Hingoli,2024-02-04,1.1,134,124,33.3,Low
Bhandara,2025-08-12,6.08,75,114,54.1,High
Mumbai,2024-06-27,6.49,30,126,59.3,High
Ratnagiri,2024-08-15,1.04,64,179,15.3,Low
Osmanabad,2024-06-27,6.5,45,179,42.5,High
Bhandara,2025-02-23,2.73,72,124,55.2,Medium
Parbhani,2024-03-11,3.76,51,149,16.3,Medium
Thane,2024-12-06,3.95,52,167,45.2,Medium
Mira-Bhayandar,2024-10-02,3.54,42,166,41.3,Medium
Jalna,2023-03-08,8.04,69,171,72.0,Extremely High
Akola,2023-10-11,5.38,98,155,58.7,High
Yavatmal,2024-01-19,6.0,50,131,63.5,High
Pune,2024-08-09,8.35,64,134,51.2,Extremely High
Latur,2025-03-05,6.7,78,133,51.6,High
Navi Mumbai,2023-11-09,7.92,50,186,39.6,High
Nagpur,2023-02-26,3.64,89,183,58.9,Medium
Jalna,2025-02-28,2.11,41,181,24.7,Low
Panvel,2025-03-09,9.39,28,181,51.0,Extremely High
Latur,2025-12-16,8.75,77,154,45.5,Extremely High
Dhule,2025-12-06,1.28,120,151,46.9,Low
Sindhudurg,2023-03-07,2.62,71,175,54.7,Medium
Nandurbar,2024-01-19,5.97,100,174,56.4,High
Parbhani,2023-11-01,1.93,138,170,15.7,Low
Sangli,2024-11-01,9.06,70,186,33.8,Extremely High
Palghar,2025-11-11,1.63,61,180,38.0,Low
Panvel,2024-09-30,2.43,114,159,20.7,Low
Bhusawal,2024-05-25,9.86,96,168,52.8,Extremely High
Yavatmal,2024-11-21,4.18,112,114,52.1,Medium
Washim,2024-12-30,6.59,63,166,42.4,High
Navi Mumbai,2024-06-12,9.36,54,179,40.0,Extremely High
Nagpur,2025-04-01,5.16,69,166,33.2,High
Palghar,2023-12-13,9.6,84,155,58.6,Extremely High
Bhandara,2024-02-16,7.43,45,177,34.5,High
Malegaon,2024-12-05,4.41,122,144,37.6,Medium
Nagpur,2023-05-01,3.25,92,167,49.9,Medium
Ichalkaranji,2024-02-19,1.86,135,166,35.2,Low
Mira-Bhayandar,2025-06-20,8.51,97,148,71.5,Extremely High
Nanded,2023-11-13,7.37,53,127,40.0,High
Pune,2023-11-21,4.11,101,114,57.1,Medium
Kolhapur,2023-02-07,4.31,74,142,18.2,Medium
Panvel,2024-10-12,8.2,107,175,74.1,Extremely High
Kalyan-Dombivli,2025-08-21,2.05,80,135,20.6,Low
Ahmednagar,2023-11-10,5.9,64,150,41.0,High
Washim,2023-05-13,3.85,61,157,25.4,Medium
Parbhani,2025-04-25,5.05,93,178,57.5,High
Gondia,2024-06-26,1.19,62,135,33.0,Low
Osmanabad,2024-06-16,2.9,60,167,53.9,Medium
Sindhudurg,2025-07-21,4.77,117,152,42.1,Medium
Ratnagiri,2025-10-30,9.61,48,130,61.5,Extremely High
Nanded,2024-10-26,9.64,10,133,52.5,Extremely High
Beed,2024-02-28,7.11,81,173,69.2,High
Pune,2025-10-14,3.86,44,182,31.0,Medium
Solapur,2023-08-08,2.35,131,164,43.5,Low
Ambarnath,2023-12-02,3.55,45,153,57.3,Medium
Amravati,2023-09-05,1.22,51,107,28.9,Low
Satara,2025-10-16,7.52,82,120,63.0,High
